"","text","text_tag","author","label"
"7378","drone technolog now allow individu record home drone small bird immedi upload internet","crime privaci","bent carillo","1"
"3021","one highest percentag per capita nonprofit state state union","economi poverti","raeann bettanay","1"
"7919","us attorney wound put percent state legislatur jail seven year","crime job accomplish","baryram muller","0"
"5234","there never direct suprem court case peopl illeg whether kid citizen","immigr legal issu","christin brotherwood","1"
"3984","jack berri vote plan cut million school","citi budget educ vote record","esmeralda bowyer","0"
"6864","rev wright said al qaida american flag flag","patriot","nichol banat","0"
"8801","use embryon stem cell medic research","health care","franky hafford","0"
"3684","richest percent financi wealth bottom percent combin","economi poverti worker","colman tsarovic","1"
"4869","aig said give million retent payment peopl termin","economi","terence scadding","1"
"6331","almost million children health insur state","health care","emilia comiam","1"
"4806","univers florida announc past week drop comput scienc depart meanwhil athlet budget current year million increas million last year","educ sport state budget","shari cromar","0"
"4561","three time like abl get mortgag your white applic your black hispan even credenti","divers financi regul hous","anabella keelan","0"
"6401","democrat said even one hear stimulus bill one mani singl day approv five complex proposit  affect live million","economi stimulus","bartholomew burlay","1"
"2117","less crime rio grand valley major texa citi","crime crimin justic immigr","gabe ivashkin","0"
"8370","anyon know can just look see vote","elect govern regul legal issu state","brynn breitler","0"
"9303"," oversaw audit won citi million franchis fee","citi budget citi govern","tiffi marquand","1"
"209","famili research council accord govern agenc terrorist group","terror","drake sharer","0"
"9812","dont know anyth hillari term religion now shes public eye year year yet there there noth","religion","quinlan mordanti","0"
"9354","gov pat mccrori took direct disast relief fund know hous bill","gay lesbian natur disast sexual state budget state financ state weather","shae jannex","0"
"9011","thoma jefferson creat marin islam pirat happen","militari pundit","dex bedwell","0"
"9658"," eight inflammatori sentenc newslett","candid biographi","fergus giottoi","0"
"1530","democrat get way everi incom tax bracket  increas jan everi singl one","tax","solomon galbreth","0"
"2878","economi louisiana grown percent faster nation gdp even sinc nation recess","economi","daisie andryushin","1"
"4089"," veto budget program learn catch rainwat","state budget","clara bolduc","1"
"5819"," presid obama visit el paso pronounc border mexico unit state safer ever histori","immigr new hampshir","lyndel gilmartin","1"
"78"," one three us homeless men veteran","poverti veteran","montgomery duerdin","0"
"9173","clinton said great thing nafta start run presid","economi","cassy boggon","1"
"8149","stimulus includ studi sex live femal colleg freshmen","stimulus","kari guilaem","0"
"2827","hasnt republican legislatur citi council provid year","elect","eulalie castagne","0"
"3007","women make cent everi dollar man earn","job women","hedvige costerd","1"
"2503"," travi counti sheriff greg hamilton accept strip club interest local alcohol distributor","campaign financ crime crimin justic","elinore kerrod","1"
"5720","releas email","candid biographi","anabella keelan","0"
"3557"," citi portland alon public relat repres payrol cost taxpay million year","citi govern govern effici","harley ryves","0"
"6899","last year spent billion highway lord know need  spent amtrak entir year histori","feder budget transport","emmett ateggart","1"
"7831","last seven year tenur texa creat million new job matter fact without texa america lost job","correct updat economi job state","winna lanahan","1"
"3321","mitchel intern airport third busiest airport world number one busiest countri","transport","willem macgaffey","0"
"5466","econom impact new atlanta brave stadium includ new job million wage","basebal job sport","carolann cathersides","0"
"8785","bill save teacher job complet paid close corpor tax loophol","poverti vote record","egon bendall","0"
"7312","sarah palin year elect offic experi","candid biographi","federica patrick","1"
"10063","exist law right now requir mile doubl layer border fenc mexico border","immigr","catlee dannehl","0"
"274"," home sale around oswego lake right now anyon welcom buy","hous","ado itzakson","0"
"9444","republican candid governor nathan deal explicit vote fund abort","abort women","henka croser","0"
"7060","incom inequ seem worst citi run democrat","economi incom","lamont carverhill","0"
"4957","run senat jim webb retir","elect","sterne molloy","0"
"1521","senior citizen hispan fastest grow demograph countri","elect immigr popul","ingamar moyle","0"
"171","alreadi american job solar industri coal mine","climat chang energi environ job","aubrey vasilchikov","1"
"347","tri give us million build high speed train goe mile hour","infrastructur stimulus transport","karolina van de vlies","0"
